iter	Logloss
0	0.6539641111
1	0.6140193156
2	0.5812132253
3	0.5549849984
4	0.5282951476
5	0.5059494957
6	0.4806686667
7	0.4612486823
8	0.440809427
9	0.4220987652
10	0.4062202854
11	0.39142106
12	0.3781326434
13	0.3657756864
14	0.3535784599
15	0.3438892008
16	0.3330184978
17	0.3242379222
18	0.3174415078
19	0.310165926
20	0.3023191976
21	0.2963525114
22	0.288574989
23	0.2821327766
24	0.2759897174
25	0.2709126598
26	0.2647830995
27	0.2588942565
28	0.253972656
29	0.2480127496
30	0.2436258637
31	0.2393989733
32	0.2352942399
33	0.231835979
34	0.2281032163
35	0.2241928399
36	0.2213335929
37	0.2173638946
38	0.2128639163
39	0.2104519984
40	0.2084390921
41	0.2062942232
42	0.204102226
43	0.2021115447
44	0.1994066688
45	0.1971106184
46	0.1949990894
47	0.1929922697
48	0.1903227316
49	0.1884572708
50	0.1853947374
51	0.1837874596
52	0.1812610336
53	0.1797813442
54	0.1779056942
55	0.1759348835
56	0.1739946941
57	0.1718541847
58	0.1705637729
59	0.1682445436
60	0.1660277886
61	0.1643359375
62	0.1631341544
63	0.1612858339
64	0.1603596298
65	0.1591300695
66	0.1577188886
67	0.1562979565
68	0.1546062638
69	0.1528076024
70	0.1516813416
71	0.1502161345
72	0.1489633478
73	0.1474362425
74	0.1463397665
75	0.1456227039
76	0.1442430952
77	0.1433791728
78	0.142365873
79	0.1414166961
80	0.1406581636
81	0.1400537
82	0.139020832
83	0.1381923244
84	0.1372309559
85	0.1361037468
86	0.1354204127
87	0.1340315813
88	0.1328018801
89	0.1318246797
90	0.1305203613
91	0.1292403926
92	0.1283522854
93	0.1277219795
94	0.1269613805
95	0.1262496337
96	0.1255918267
97	0.1249959377
98	0.1242830766
99	0.1238411143
100	0.1231552517
101	0.122538199
102	0.1215681039
103	0.1205352669
104	0.1195857028
105	0.1183960964
106	0.1171938138
107	0.1166332177
108	0.1157515117
109	0.1150801828
110	0.1145414847
111	0.1136215539
112	0.1132478146
113	0.1123197563
114	0.111596802
115	0.1107153366
116	0.1100286855
117	0.1092871587
118	0.1084333575
119	0.1075791099
120	0.1070604715
121	0.1064700487
122	0.1059442021
123	0.1056524849
124	0.1049501564
125	0.1041072857
126	0.1037202043
127	0.1032978432
128	0.1026415704
129	0.1018619372
130	0.1015937513
131	0.1010934443
132	0.100442743
133	0.09990431017
134	0.09945919469
135	0.09893524814
136	0.09844813832
137	0.09810868743
138	0.09730287518
139	0.09695005865
140	0.09665477563
141	0.09591884444
142	0.09559070186
143	0.09488175146
144	0.0945078829
145	0.09425353238
146	0.09405069786
147	0.09371890541
148	0.09336110923
149	0.09282792941
150	0.09241880609
151	0.09214697746
152	0.09165648143
153	0.09133625201
154	0.0908296497
155	0.09043001105
156	0.09001741856
157	0.08954315099
158	0.08920633002
159	0.08891541959
160	0.08839648093
161	0.08811785502
162	0.08771030317
163	0.08740440511
164	0.08670562527
165	0.08639575414
166	0.08596758229
167	0.08564507618
168	0.08519296037
169	0.08497661461
170	0.08458498584
171	0.08411828512
172	0.08395732585
173	0.08366429409
174	0.08352074581
175	0.08310486282
176	0.0829185999
177	0.08272279337
178	0.08206302707
179	0.08185038212
180	0.0815996685
181	0.08117868438
182	0.08096160468
183	0.08078039409
184	0.0804091724
185	0.08026931791
186	0.07993861205
187	0.07949075655
188	0.07929590875
189	0.07915957683
190	0.07886701183
191	0.07860832905
192	0.07844917997
193	0.078257475
194	0.07802222936
195	0.07779245426
196	0.07747040295
197	0.07707578959
198	0.0766395729
199	0.07646530902
200	0.07596597433
201	0.07567001787
202	0.07534425438
203	0.0751070866
204	0.07489679273
205	0.07470053221
206	0.07443518499
207	0.07410777848
208	0.07397952028
209	0.07378850369
210	0.0735388354
211	0.07332783117
212	0.07315533401
213	0.07297507568
214	0.07282611456
215	0.07266605371
216	0.07233051811
217	0.07214162582
218	0.07184354538
219	0.07166460327
220	0.07151923226
221	0.07132856056
222	0.07117088859
223	0.07072525775
224	0.07035947315
225	0.07011327125
226	0.06997296649
227	0.06986278143
228	0.06954322669
229	0.06930659203
230	0.06910160056
231	0.06883132998
232	0.06871822818
233	0.06836882523
234	0.0682346138
235	0.0679622519
236	0.06779738769
237	0.06762643939
238	0.06747164835
239	0.0672164417
240	0.06708131628
241	0.0669236928
242	0.06665352496
243	0.06643083355
244	0.06629552194
245	0.06612727383
246	0.06601576941
247	0.06589958245
248	0.06567970969
249	0.06550545207
250	0.06524310753
251	0.0650595523
252	0.06491000178
253	0.06470883338
254	0.06465147251
255	0.06447825953
256	0.06434389184
257	0.06422970066
258	0.06406703149
259	0.06376603821
260	0.06359171882
261	0.06329228621
262	0.06305502684
263	0.06285548805
264	0.06240072312
265	0.06214363536
266	0.0619898298
267	0.06183461723
268	0.06173170988
269	0.06140924901
270	0.061192577
271	0.06107929722
272	0.06088510997
273	0.06078279926
274	0.06066320462
275	0.06036476307
276	0.06018124509
277	0.05992790777
278	0.05972257569
279	0.05953006363
280	0.05940728956
281	0.05920860258
282	0.05900636482
283	0.05889716122
284	0.05878257056
285	0.05863469083
286	0.05843356606
287	0.05831203073
288	0.05813202414
289	0.05793475829
290	0.05779471011
291	0.05750147305
292	0.05733912305
293	0.05717248539
294	0.05707518933
295	0.05685768956
296	0.05671853735
297	0.05657276809
298	0.05633573906
299	0.05616954267
300	0.05591436253
301	0.05579421688
302	0.05562382906
303	0.05543440446
304	0.05529171425
305	0.05518794514
306	0.05508265885
307	0.05483786333
308	0.05474698843
309	0.0546802505
310	0.05455902093
311	0.05440701507
312	0.05425471682
313	0.05418230014
314	0.05400836853
315	0.05393166838
316	0.05376483577
317	0.05357810814
318	0.05343738585
319	0.05331117723
320	0.0531537752
321	0.05295490112
322	0.05280918859
323	0.0526706161
324	0.05250649375
325	0.05240600049
326	0.05224245673
327	0.05203474635
328	0.05187140217
329	0.05167997512
330	0.05152095571
331	0.05143706262
332	0.05122344088
333	0.05100590806
334	0.05091816219
335	0.05075977211
336	0.05069275008
337	0.05058876703
338	0.05039982304
339	0.05028151334
340	0.05017625682
341	0.05009840858
342	0.0500142555
343	0.04987076421
344	0.04980692119
345	0.04967842784
346	0.04949137328
347	0.0494138129
348	0.04924205751
349	0.04916749363
350	0.04896987489
351	0.04891575213
352	0.04874449044
353	0.04858554481
354	0.04842573722
355	0.04823120388
356	0.04805237252
357	0.04791380275
358	0.04768854549
359	0.04758385801
360	0.04744207473
361	0.04732248618
362	0.04712678779
363	0.04704252526
364	0.04695776541
365	0.04676439293
366	0.04664909442
367	0.04657368634
368	0.04648687045
369	0.04629146041
370	0.04613186016
371	0.0460080154
372	0.04586891808
373	0.04575237451
374	0.04556273045
375	0.04546497541
376	0.04539806779
377	0.04525180732
378	0.04519669694
379	0.04507666133
380	0.04493764697
381	0.04484042147
382	0.04475097966
383	0.04458423353
384	0.0444886391
385	0.04439219394
386	0.04422030712
387	0.04413402198
388	0.04400831267
389	0.04386814167
390	0.04375309138
391	0.0436505468
392	0.04359946494
393	0.04342696611
394	0.04331366681
395	0.04319159265
396	0.04310893412
397	0.04303346208
398	0.04289725695
399	0.04274755053
400	0.04265693318
401	0.04255049172
402	0.04243126966
403	0.04229790488
404	0.04224103703
405	0.04208609126
406	0.04200219104
407	0.04193926532
408	0.04188431629
409	0.04182416087
410	0.0417190132
411	0.04163420449
412	0.04159978396
413	0.04151945417
414	0.04142508764
415	0.04134657394
416	0.041226179
417	0.04116035375
418	0.04111729715
419	0.04103678524
420	0.04093948617
421	0.04089419212
422	0.04077020491
423	0.04070850348
424	0.04063650179
425	0.04055852041
426	0.04046685056
427	0.04038307387
428	0.04034641517
429	0.04026347758
430	0.04013828307
431	0.0400780032
432	0.03999687532
433	0.03994050907
434	0.0398072342
435	0.03972072264
436	0.03957769855
437	0.03949505291
438	0.03939657779
439	0.03930148491
440	0.03919607719
441	0.03913652376
442	0.03908565217
443	0.03898489114
444	0.0388933652
445	0.03878702892
446	0.03876143941
447	0.03867903579
448	0.03859915811
449	0.03851477109
450	0.03840113625
451	0.03831256514
452	0.0382490181
453	0.03811930579
454	0.03805665423
455	0.03795617185
456	0.03786838892
457	0.03774320262
458	0.03765673351
459	0.03756839212
460	0.03750363292
461	0.03738872526
462	0.03727322435
463	0.03718107454
464	0.03708584206
465	0.03704011381
466	0.03693930605
467	0.03682541056
468	0.03671397825
469	0.03662402682
470	0.03653260193
471	0.03641937856
472	0.03629123622
473	0.03625507794
474	0.03621528198
475	0.0361501521
476	0.03608395186
477	0.03601183761
478	0.0359479257
479	0.03591568464
480	0.03582288283
481	0.03572404807
482	0.0356773692
483	0.03564246801
484	0.03551924457
485	0.03545151291
486	0.03533307151
487	0.03528761339
488	0.0352326125
489	0.03518630317
490	0.03511529865
491	0.03508268998
492	0.035021484
493	0.03498959675
494	0.03492926965
495	0.03488162505
496	0.03481078281
497	0.03474667873
498	0.03468264833
499	0.03457665285
500	0.03453256094
501	0.03447903068
502	0.03441656925
503	0.03432638737
504	0.03427407948
505	0.03419229464
506	0.03409778988
507	0.03399199254
508	0.03396012364
509	0.03392173728
510	0.03384416456
511	0.033766825
512	0.03371310308
513	0.03363248097
514	0.03353787509
515	0.03350525556
516	0.03344681148
517	0.03338479516
518	0.03334566512
519	0.03328513355
520	0.03317799777
521	0.03310097746
522	0.03306527407
523	0.03303168635
524	0.03296633498
525	0.0328999821
526	0.03283538498
527	0.03279455556
528	0.03273649077
529	0.03272348286
530	0.03265217851
531	0.03259663156
532	0.0325179594
533	0.03246804359
534	0.03240278257
535	0.0323364104
536	0.03228275295
537	0.0322294915
538	0.03214415034
539	0.03210014008
540	0.03201124392
541	0.0319868684
542	0.03187236066
543	0.03180526321
544	0.03179205359
545	0.03168728211
546	0.03163615115
547	0.03158631603
548	0.03153280043
549	0.03148230843
550	0.03145209772
551	0.03142614671
552	0.03134942333
553	0.03132933129
554	0.03129794966
555	0.0312433024
556	0.03117989856
557	0.03112190049
558	0.03104749311
559	0.03100116611
560	0.03095682993
561	0.03091878565
562	0.03087053961
563	0.03083133931
564	0.03079011107
565	0.03078276395
566	0.03072531325
567	0.03064713256
568	0.03055432503
569	0.03049337158
570	0.03046432149
571	0.03039416385
572	0.03034770977
573	0.03028003867
574	0.03021292582
575	0.03016173047
576	0.03010679698
577	0.03003643998
578	0.02998591991
579	0.02994796933
580	0.0298676993
581	0.02974968532
582	0.02970674867
583	0.02964630588
584	0.02959023267
585	0.02950339383
586	0.02944799741
587	0.02940651796
588	0.02934545386
589	0.02932040601
590	0.0292570604
591	0.02921772433
592	0.02916253541
593	0.02913076764
594	0.02905050232
595	0.02899750733
596	0.0289403749
597	0.02887735176
598	0.02881695361
599	0.02875099407
600	0.02870890532
601	0.02866129805
602	0.02860520712
603	0.0285897607
604	0.02857498652
605	0.02854346696
606	0.02850867579
607	0.02848068342
608	0.02842731612
609	0.02839140432
610	0.02835364785
611	0.0283215522
612	0.02829163058
613	0.028228823
614	0.02818904628
615	0.0281171899
616	0.02809483093
617	0.02806640293
618	0.02804560999
619	0.02798701437
620	0.02795608436
621	0.02790540706
622	0.02782032684
623	0.02780018745
624	0.02776094445
625	0.02767785734
626	0.02767332146
627	0.02764638767
628	0.02760122966
629	0.02756767714
630	0.0274992883
631	0.02746857041
632	0.02742843472
633	0.02742541493
634	0.02738370433
635	0.02733128394
636	0.02730381196
637	0.02725658152
638	0.02719022002
639	0.02718509199
640	0.02714710362
641	0.02706641066
642	0.02701765493
643	0.02695672265
644	0.02691585646
645	0.02688701629
646	0.02684011761
647	0.02681018645
648	0.02677151521
649	0.02671018426
650	0.02669301707
651	0.02663195591
652	0.02658498384
653	0.02652724301
654	0.02649136436
655	0.02646288248
656	0.02644117829
657	0.02639548366
658	0.02632750522
659	0.02630354257
660	0.02626437908
661	0.02620257232
662	0.02616249207
663	0.02610632712
664	0.02604112278
665	0.02597115809
666	0.02595266179
667	0.02590288697
668	0.02585651763
669	0.0258063085
670	0.02578329408
